Producer Manufacturing,Industrial Machinery,603013,亚普股份,15.80,15.47,17.07,15.79,15.53,15.72,14.95,15.74,20.41,15.87,3.86
Process Industries,Chemicals: Specialty,002568,百润股份,56.36,55.43,62.06,56.19,50.64,55.66,40.01,55.87,17.36,57.08,6.10
Producer Manufacturing,Industrial Machinery,603013,亚普股份,15.82,15.50,16.97,15.78,15.55,15.73,14.96,15.74,27.64,15.87,3.65
Technology Services,Packaged Software,603776,永安行,21.87,21.68,23.22,21.86,20.03,21.86,19.40,22.03,6.19,22.07,7.26
Electronic Technology,Computer Peripherals,600845,宝信软件,69.89,69.15,72.34,69.75,63.64,69.46,52.63,69.29,30.54,69.95,3.30
Technology Services,Packaged Software,603776,永安行,21.90,21.69,23.22,21.86,20.03,21.85,19.40,22.01,9.43,22.07,6.20
Technology Services,Packaged Software,603776,永安行,21.96,21.69,23.22,21.86,20.03,21.84,19.40,21.99,15.86,22.08,4.73
Electronic Technology,Aerospace & Defense,300696,爱乐达,54.29,53.70,60.23,53.73,43.31,53.65,33.00,54.07,-0.35,55.33,10.07
Process Industries,Chemicals: Agricultural,600486,扬农化工,91.65,91.29,94.21,91.62,87.55,91.44,77.62,91.94,37.00,92.02,7.05
Technology Services,Packaged Software,603776,永安行,21.91,21.69,23.22,21.86,20.03,21.83,19.40,21.97,10.50,22.07,5.91
Electronic Technology,Computer Peripherals,600845,宝信软件,69.92,69.15,72.34,69.75,63.64,69.51,52.63,69.40,32.14,69.95,3.15
Electronic Technology,Electronic Components,300408,三环集团,27.72,27.44,29.27,27.69,25.39,27.60,23.61,27.68,18.52,27.89,5.45
Technology Services,Packaged Software,603776,永安行,21.88,21.69,23.22,21.86,20.03,21.83,19.40,21.87,7.27,22.07,6.88
Process Industries,Chemicals: Agricultural,300505,川金诺,19.18,19.16,20.42,18.99,17.07,18.98,16.55,19.02,-24.98,19.47,52.22
