Producer Manufacturing,Industrial Machinery,002896,中大力德,29.90,29.75,32.59,29.83,26.71,29.90,24.39,29.86,-1.27,30.46,18.36
Producer Manufacturing,Electrical Products,300360,炬华科技,10.38,10.28,11.46,10.33,9.81,10.30,9.58,10.33,-0.62,10.57,10.55
Process Industries,Industrial Specialties,603378,亚士创能,74.87,73.17,80.19,74.51,60.94,73.82,44.25,74.26,41.39,74.93,3.13
Process Industries,Containers/Packaging,300566,激智科技,35.92,35.71,36.92,35.73,31.99,35.60,28.22,35.65,59.19,36.02,4.83
Producer Manufacturing,Industrial Machinery,002896,中大力德,30.06,29.77,32.60,29.83,26.72,29.88,24.39,29.89,8.82,30.48,8.72
Producer Manufacturing,Electrical Products,300360,炬华科技,10.34,10.27,11.46,10.33,9.81,10.30,9.58,10.33,-6.43,10.57,16.90
Process Industries,Industrial Specialties,603928,兴业股份,12.48,12.44,13.11,12.46,11.81,12.45,11.53,12.48,4.05,12.61,14.34
Electronic Technology,Semiconductors,300613,富瀚微,143.60,142.85,153.10,143.09,125.15,141.26,108.94,141.61,30.62,145.41,12.69
Producer Manufacturing,Miscellaneous Manufacturing,300196,长海股份,15.07,14.99,16.00,15.06,13.22,15.11,12.10,15.24,36.36,15.24,11.56
Electronic Technology,Semiconductors,300613,富瀚微,143.36,142.83,153.07,143.09,125.15,141.51,108.94,141.69,27.57,145.39,18.29
Electronic Technology,Semiconductors,300613,富瀚微,143.25,142.82,153.07,143.09,125.14,141.62,108.94,141.72,26.17,145.38,22.74
Electronic Technology,Semiconductors,300613,富瀚微,143.22,142.82,153.06,143.09,125.14,141.72,108.94,141.72,25.79,145.38,24.33
Producer Manufacturing,Electrical Products,300360,炬华科技,10.35,10.27,11.46,10.33,9.81,10.31,9.58,10.30,-4.98,10.57,14.74
Process Industries,Industrial Specialties,603928,兴业股份,12.46,12.43,13.11,12.46,11.81,12.44,11.53,12.45,-0.76,12.60,25.02
Process Industries,Industrial Specialties,603928,兴业股份,12.46,12.43,13.11,12.46,11.81,12.44,11.53,12.45,-0.76,12.60,25.02
Process Industries,Industrial Specialties,603928,兴业股份,12.48,12.44,13.11,12.46,11.81,12.44,11.53,12.44,4.05,12.61,14.34
Producer Manufacturing,Electrical Products,601877,正泰电器,31.50,31.19,32.47,31.48,28.87,31.49,27.37,31.64,60.95,31.51,3.17
