Producer Manufacturing,Industrial Machinery,002896,中大力德,30.45,30.20,32.52,30.07,27.38,29.71,24.72,29.90,26.36,30.78,8.44
Producer Manufacturing,Electrical Products,603897,长城科技,19.80,19.60,20.67,19.71,19.62,19.61,18.73,19.73,48.41,19.87,4.40
Electronic Technology,Aerospace & Defense,002933,新兴装备,40.31,40.18,42.62,40.17,38.75,40.14,37.61,40.41,22.69,40.79,17.28
Process Industries,Industrial Specialties,300596,利安隆,34.30,34.03,36.58,34.30,33.67,34.30,33.67,34.74,37.40,34.67,8.55
Electronic Technology,Electronic Equipment/Instruments,688006,杭可科技,57.93,57.26,62.90,57.76,54.76,57.70,48.04,58.21,42.30,58.67,7.39
Producer Manufacturing,Auto Parts: OEM,603786,科博达,73.85,73.03,77.03,73.51,72.79,73.30,65.98,74.06,50.41,74.03,3.89
Process Industries,Industrial Specialties,603010,万盛股份,20.93,20.86,22.94,20.65,17.90,20.32,15.55,20.22,-15.72,21.38,29.43
Process Industries,Industrial Specialties,300596,利安隆,34.49,34.05,36.60,34.30,33.68,34.13,33.67,34.45,45.07,34.69,4.82
Health Technology,Medical Specialties,603301,振德医疗,72.78,71.57,78.48,72.22,67.59,71.77,46.91,70.81,37.28,73.30,4.70
Health Technology,Medical Specialties,603301,振德医疗,72.55,71.55,78.46,72.22,67.59,71.88,46.91,70.92,32.86,73.27,5.88
Process Industries,Textiles,002394,联发股份,10.51,10.42,11.14,10.50,10.03,10.51,9.57,10.51,45.47,10.60,7.10
Electronic Technology,Aerospace & Defense,002933,新兴装备,40.25,40.17,42.61,40.17,38.75,40.25,37.61,40.29,19.51,40.78,29.80
Process Industries,Industrial Specialties,300596,利安隆,34.32,34.04,36.58,34.30,33.67,34.18,33.67,34.17,38.22,34.67,7.95
Producer Manufacturing,Auto Parts: OEM,603786,科博达,73.50,73.00,76.99,73.50,72.79,73.79,65.98,73.71,40.18,74.00,6.97
Health Technology,Medical Specialties,603301,振德医疗,72.23,71.52,78.43,72.21,67.58,71.87,46.91,71.97,26.68,73.24,8.68
Producer Manufacturing,Auto Parts: OEM,603786,科博达,73.50,73.00,76.99,73.50,72.79,73.68,65.98,73.77,40.18,74.00,6.97
Process Industries,Industrial Specialties,300596,利安隆,34.41,34.04,36.59,34.30,33.67,34.19,33.67,34.20,41.85,34.68,5.96
Producer Manufacturing,Electrical Products,300423,昇辉科技,15.40,15.25,16.16,15.39,14.35,15.25,13.55,15.24,41.14,15.47,4.93
