Process Industries,Chemicals: Specialty,002601,龙蟒佰利,25.64,25.60,28.86,24.79,23.02,24.61,19.58,24.50,-19.38,26.41,73.77
Electronic Technology,Electronic Equipment/Instruments,688006,杭可科技,57.73,57.13,62.29,57.40,55.36,56.78,48.54,55.96,13.06,58.42,7.65
Process Industries,Chemicals: Specialty,300481,濮阳惠成,22.81,22.48,24.31,22.81,21.85,22.60,19.42,22.21,15.20,22.94,4.59
Producer Manufacturing,Trucks/Construction/Farm Machinery,688015,交控科技,47.22,46.46,50.42,46.82,45.87,46.29,44.37,45.83,14.71,47.45,4.19
Retail Trade,Drugstore Chains,002727,一心堂,39.18,38.97,42.22,39.14,36.15,39.24,30.56,39.97,8.22,39.78,14.33
Producer Manufacturing,Building Products,002791,坚朗五金,134.85,133.74,147.00,134.32,122.55,134.12,89.67,135.21,-4.88,137.06,10.97
Consumer Durables,Recreational Products,603908,牧高笛,26.37,26.15,28.00,26.05,25.92,25.81,24.71,25.68,38.86,26.61,7.41
Commercial Services,Miscellaneous Commercial Services,300496,中科创达,88.55,87.19,96.96,88.18,86.50,87.87,73.01,87.25,-0.57,89.63,6.20
Consumer Durables,Electronics/Appliances,603187,海容冷链,51.55,49.99,56.32,51.45,47.60,50.84,36.68,50.48,25.71,51.57,3.05
Retail Trade,Drugstore Chains,002727,一心堂,39.32,38.98,42.23,39.15,36.15,39.03,30.57,39.66,14.87,39.79,8.58
Health Technology,Pharmaceuticals: Other,300791,仙乐健康,102.42,101.90,115.73,101.07,89.94,101.28,63.61,102.20,11.92,105.36,25.74
Industrial Services,Oilfield Services/Equipment,603689,皖天然气,10.76,10.73,11.16,10.74,10.63,10.73,10.61,10.70,16.17,10.83,11.94
Consumer Non-Durables,Beverages: Alcoholic,600600,青岛啤酒,79.10,78.81,84.71,78.70,77.34,78.33,63.25,78.71,32.71,80.28,19.10
Consumer Non-Durables,Beverages: Alcoholic,600600,青岛啤酒,79.44,78.84,84.74,78.71,77.34,78.39,63.25,78.71,40.14,80.31,8.82
