Process Industries,Containers/Packaging,300566,激智科技,35.87,35.60,39.09,35.24,31.17,35.03,27.71,35.68,-5.53,36.47,11.86
Retail Trade,Specialty Stores,300755,华致酒行,32.00,31.97,35.27,31.66,31.30,31.57,26.52,31.65,-19.15,32.80,119.06
Producer Manufacturing,Electrical Products,603606,东方电缆,23.00,22.99,24.75,22.72,18.65,22.64,15.40,22.76,20.32,23.43,117.77
Producer Manufacturing,Building Products,300751,迈为股份,348.00,347.09,386.66,341.56,298.75,338.74,232.84,339.35,11.96,356.98,42.56
Industrial Services,Engineering & Construction,300617,安靠智电,44.05,43.69,52.19,43.76,38.35,40.82,31.43,40.88,-22.87,45.81,22.44
Producer Manufacturing,Trucks/Construction/Farm Machinery,603638,艾迪精密,59.80,59.55,65.38,59.36,49.41,58.99,35.87,59.14,-5.55,61.00,21.89
Retail Trade,Internet Retail,300413,芒果超媒,66.31,65.82,73.69,66.21,62.03,64.61,52.10,64.38,-20.44,67.79,15.17
Producer Manufacturing,Electrical Products,002850,科达利,71.00,70.55,77.28,70.26,66.98,70.12,59.21,70.42,11.15,72.23,13.88
Health Technology,Medical Specialties,603520,司太立,81.50,79.30,93.26,79.90,74.65,79.83,56.13,79.26,8.86,82.79,5.35
Industrial Services,Engineering & Construction,300617,安靠智电,44.35,43.72,52.20,43.76,38.35,40.97,31.43,40.98,-16.87,45.84,12.38
Retail Trade,Internet Retail,300413,芒果超媒,67.40,65.93,73.73,66.23,62.04,64.78,52.11,64.46,7.17,67.88,4.30
Consumer Durables,Home Furnishings,603816,顾家家居,63.00,62.81,67.00,62.49,55.06,60.99,48.37,60.74,-18.32,63.86,21.01
Producer Manufacturing,Electrical Products,002850,科达利,70.98,70.55,77.28,70.26,66.98,70.08,59.21,70.34,10.65,72.23,14.50
Process Industries,Chemicals: Major Diversified,300037,新宙邦,57.80,57.27,64.51,57.15,52.83,56.14,44.77,56.17,8.74,59.08,12.74
Retail Trade,Internet Retail,300413,芒果超媒,66.44,65.84,73.69,66.21,62.03,65.10,52.10,64.66,-17.18,67.80,12.01
Industrial Services,Engineering & Construction,300617,安靠智电,44.48,43.73,52.20,43.77,38.36,41.56,31.43,41.27,-14.26,45.85,10.27
Consumer Non-Durables,Food: Specialty/Candy,002582,好想你,14.98,14.72,16.15,14.39,12.93,14.20,11.04,14.11,13.20,15.08,4.45
Process Industries,Chemicals: Major Diversified,300037,新宙邦,57.34,57.23,64.49,57.14,52.83,56.45,44.76,56.32,-1.34,59.04,64.51
Process Industries,Chemicals: Major Diversified,300037,新宙邦,57.40,57.23,64.49,57.14,52.83,56.49,44.76,56.34,-0.02,59.05,42.96
Electronic Technology,Semiconductors,300395,菲利华,44.80,43.73,48.76,44.75,36.65,44.29,29.78,44.21,39.17,44.99,3.71
Consumer Durables,Electronics/Appliances,603187,海容冷链,51.98,51.53,57.06,51.91,43.41,50.92,33.81,50.99,3.63,52.91,11.22
Electronic Technology,Aerospace & Defense,688002,睿创微纳,82.20,82.09,87.65,82.07,67.14,81.09,55.25,81.22,6.20,83.48,50.81
Electronic Technology,Electronic Components,002025,航天电器,49.94,49.73,53.29,49.90,40.72,49.98,33.30,50.24,25.02,50.62,16.18
Electronic Technology,Electronic Components,002025,航天电器,49.97,49.74,53.30,49.90,40.72,49.92,33.30,50.20,26.05,50.63,14.19
Consumer Durables,Electronics/Appliances,603187,海容冷链,51.98,51.53,57.06,51.91,43.41,51.23,33.81,51.09,3.63,52.91,11.22
Electronic Technology,Electronic Components,002025,航天电器,50.15,49.75,53.31,49.90,40.72,49.90,33.30,50.19,32.19,50.64,7.96
Electronic Technology,Semiconductors,300395,菲利华,44.85,43.74,48.77,44.75,36.65,44.51,29.78,44.33,40.51,44.99,3.52
Retail Trade,Internet Retail,300413,芒果超媒,66.34,65.83,73.69,66.21,62.03,65.39,52.10,65.33,-19.69,67.79,14.31
Producer Manufacturing,Electrical Products,603659,璞泰来,105.90,105.72,114.95,104.45,100.20,103.95,89.95,103.95,3.45,108.03,51.05
Retail Trade,Internet Retail,300413,芒果超媒,66.90,65.88,73.71,66.22,62.04,65.53,52.11,65.44,-5.56,67.84,6.67
Electronic Technology,Semiconductors,300395,菲利华,44.77,43.73,48.76,44.75,36.65,44.60,29.78,44.41,38.36,44.99,3.83
Retail Trade,Internet Retail,300413,芒果超媒,67.15,65.90,73.72,66.23,62.04,65.65,52.11,65.55,0.82,67.86,5.27
