Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.63,23.50,25.18,23.58,20.39,23.38,16.95,23.34,26.06,23.92,11.92
Process Industries,Textiles,002394,联发股份,10.50,10.43,11.17,10.49,10.06,10.47,9.58,10.44,39.76,10.62,9.71
Process Industries,Chemicals: Specialty,603181,皇马科技,18.30,18.17,19.37,18.04,16.79,17.76,14.13,17.59,26.19,18.47,8.54
Health Technology,Medical Specialties,300206,理邦仪器,21.97,21.71,23.49,21.66,21.15,21.20,16.39,21.14,17.04,22.15,5.74
Producer Manufacturing,Industrial Machinery,600346,恒力石化,19.81,19.74,21.17,19.63,17.59,19.29,16.09,19.17,15.69,20.10,20.15
Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.64,23.50,25.18,23.58,20.39,23.43,16.95,23.37,26.81,23.92,11.08
Health Technology,Medical Specialties,300206,理邦仪器,21.86,21.69,23.48,21.66,21.15,21.32,16.39,21.18,2.31,22.14,9.55
Process Industries,Textiles,002394,联发股份,10.53,10.43,11.17,10.49,10.06,10.48,9.58,10.45,42.68,10.62,6.62
Electronic Technology,Electronic Equipment/Instruments,688006,杭可科技,57.80,57.44,63.33,57.64,55.02,57.12,48.21,58.34,31.67,58.91,15.19
Health Technology,Medical Specialties,603301,振德医疗,71.83,71.63,78.17,71.82,68.47,71.40,47.48,71.87,8.38,73.27,31.92
Producer Manufacturing,Industrial Machinery,300470,中密控股,43.97,43.74,48.68,43.72,38.99,42.67,32.77,42.12,-19.22,44.97,20.48
Producer Manufacturing,Building Products,002791,坚朗五金,134.51,133.75,147.58,134.47,120.60,134.27,87.61,135.23,10.58,137.21,17.27
Electronic Technology,Semiconductors,300327,中颖电子,34.88,34.44,36.65,34.84,33.84,34.36,31.97,34.39,21.01,34.99,3.99
Health Technology,Medical Specialties,603301,振德医疗,71.87,71.64,78.17,71.82,68.47,71.45,47.48,71.83,9.28,73.27,26.84
Electronic Technology,Electronic Equipment/Instruments,688006,杭可科技,57.71,57.43,63.32,57.63,55.02,57.30,48.21,57.53,29.79,58.90,19.86
Producer Manufacturing,Industrial Machinery,300470,中密控股,44.05,43.75,48.68,43.72,38.99,42.86,32.77,42.20,-16.49,44.98,15.32
Process Industries,Textiles,002394,联发股份,10.50,10.43,11.17,10.49,10.06,10.46,9.58,10.47,39.76,10.62,9.71
Producer Manufacturing,Trucks/Construction/Farm Machinery,688015,交控科技,46.86,46.40,50.75,46.85,45.84,46.23,44.11,45.88,-12.27,47.49,8.40
Producer Manufacturing,Industrial Machinery,300470,中密控股,43.88,43.73,48.67,43.72,38.99,43.53,32.77,42.71,-23.31,44.97,31.69
Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.84,23.52,25.20,23.59,20.39,23.45,16.95,23.46,41.62,23.94,4.25
Process Industries,Industrial Specialties,002669,康达新材,18.16,18.16,19.51,18.06,17.25,17.91,15.88,17.82,22.54,18.49,370.87
Process Industries,Textiles,002394,联发股份,10.51,10.43,11.17,10.49,10.06,10.48,9.58,10.47,41.22,10.62,8.48
Producer Manufacturing,Trucks/Construction/Farm Machinery,688015,交控科技,47.00,46.41,50.75,46.85,45.85,46.76,44.11,46.39,-6.51,47.50,6.37
Health Technology,Medical Specialties,603301,振德医疗,72.24,71.67,78.20,71.82,68.48,71.66,47.48,71.60,17.55,73.30,10.46
Health Technology,Medical Specialties,603301,振德医疗,72.10,71.66,78.19,71.82,68.48,71.68,47.48,71.66,14.43,73.29,13.74
