Electronic Technology,Semiconductors,300613,富瀚微,143.00,142.88,153.07,141.69,124.42,140.56,108.42,140.06,27.10,145.43,82.52
Process Industries,Chemicals: Major Diversified,600426,华鲁恒升,25.43,25.36,26.72,25.37,22.42,25.03,20.08,25.01,21.47,25.70,17.26
Health Services,Medical/Nursing Services,300244,迪安诊断,41.05,40.93,42.99,40.97,36.20,40.82,30.49,40.89,19.05,41.44,15.54
Process Industries,Chemicals: Specialty,002597,金禾实业,33.56,33.15,35.09,33.38,28.67,33.37,25.24,33.40,32.76,33.63,3.72
Non-Energy Minerals,Construction Materials,000786,北新建材,32.81,32.73,36.32,32.50,28.38,31.91,26.93,31.87,-13.52,33.63,42.84
Commercial Services,Miscellaneous Commercial Services,300668,杰恩设计,17.44,17.31,19.14,17.43,16.47,17.38,16.37,17.31,-3.10,17.76,12.84
Health Services,Medical/Nursing Services,300244,迪安诊断,41.37,40.96,43.02,40.98,36.20,40.83,30.49,40.89,41.45,41.47,3.97
Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.28,23.23,25.52,23.25,19.21,23.34,16.46,23.29,-9.19,23.81,46.96
Producer Manufacturing,Electrical Products,300360,炬华科技,10.33,10.27,11.75,10.32,9.78,10.29,9.56,10.29,-20.62,10.64,22.43
Process Industries,Chemicals: Major Diversified,600426,华鲁恒升,25.47,25.36,26.73,25.38,22.42,25.19,20.08,25.07,27.73,25.70,11.52
Commercial Services,Miscellaneous Commercial Services,300668,杰恩设计,17.55,17.32,19.14,17.43,16.47,17.41,16.37,17.36,8.03,17.77,6.87
Process Industries,Chemicals: Major Diversified,600426,华鲁恒升,25.60,25.37,26.74,25.38,22.42,25.26,20.08,25.09,41.11,25.71,5.02
Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.27,23.23,25.52,23.25,19.21,23.31,16.46,23.30,-9.84,23.80,58.17
Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.28,23.23,25.52,23.25,19.21,23.30,16.46,23.30,-9.19,23.81,46.96
Producer Manufacturing,Electrical Products,300360,炬华科技,10.34,10.27,11.75,10.32,9.78,10.29,9.56,10.30,-20.62,10.64,19.24
Producer Manufacturing,Auto Parts: OEM,601799,星宇股份,156.12,155.07,163.80,155.90,138.45,156.08,116.53,156.20,22.95,157.25,7.32
Producer Manufacturing,Electrical Products,300360,炬华科技,10.39,10.27,11.76,10.33,9.78,10.30,9.56,10.30,-13.59,10.64,11.59
Producer Manufacturing,Auto Parts: OEM,601799,星宇股份,156.69,155.13,163.84,155.92,138.45,156.16,116.54,156.25,32.94,157.31,4.57
Producer Manufacturing,Auto Parts: OEM,601799,星宇股份,156.10,155.07,163.80,155.90,138.45,156.05,116.53,156.33,22.60,157.25,7.47
Distribution Services,Wholesale Distributors,603809,豪能股份,26.12,26.03,29.94,25.84,19.57,25.70,15.22,25.86,-12.47,27.01,44.76
Process Industries,Chemicals: Agricultural,300505,川金诺,19.18,18.97,19.93,19.09,17.37,18.93,16.63,18.84,30.87,19.21,3.56
